"","Site","Tissue","PCT.AG","ag.logit.z","PCT.DEV","dev.logit.z","BMP","BMP.z","Observation","Total_PCB","Pentachlorobenzene","Heptachlor","p,p'-DDE","Galaxolide","Tonalide","Carbazole","Chlorpyrifos","Diazinon","Prometon","Diethyl phthalate","Diethylhexylphthalate (DEHP)","Tributyl phosphate (TBP)","Tris(2-chloroethyl)phosphate (TCEP)","Triphenyl phosphate (TPP)","Anthracene","Fluoranthene","Naphthalene","Phenanthrene","Pyrene","Acetophenone","Anthraquinone","Benzophenone","Caffeine","Camphor","Cotinine","Ethyl citrate","Indole","Isophorone","Menthol","Methyl salicylate","Methyl Triclosan","N,N-diethyltoluamide (DEET)","p-Octylphenol"
"140","ANT","Ovary",0.6362811791,1.09475596588008,0.2142101285,0.562706636718995,0.00296,-0.299728072005141,140,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"141","ANT","Ovary",0.6362811791,1.09475596588008,0.2142101285,0.562706636718995,0.00296,-0.299728072005141,141,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"142","PC","Ovary",0.03915592028,-1.29967098358498,0.03798358734,-1.25338066362992,0.001089,-1.68865691827767,142,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"143","PC","Ovary",0.03915592028,-1.29967098358498,0.03798358734,-1.25338066362992,0.001089,-1.68865691827767,143,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"144","PC","Ovary",0.03915592028,-1.29967098358498,0.03798358734,-1.25338066362992,0.001089,-1.68865691827767,144,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"145","PC","Ovary",0.03915592028,-1.29967098358498,0.03798358734,-1.25338066362992,0.001089,-1.68865691827767,145,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"146","PC","Ovary",0.03915592028,-1.29967098358498,0.03798358734,-1.25338066362992,0.001089,-1.68865691827767,146,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"147","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,147,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"148","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,148,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"149","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,149,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"150","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,150,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"151","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,151,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"152","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,152,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"153","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,153,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"154","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,154,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"155","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,155,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"156","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,156,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"157","BE","YOY",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,157,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","BE","YOY",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,158,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"159","BE","YOY",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,159,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","BE","YOY",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,160,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"161","BE","YOY",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,161,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","BE","YOY",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,162,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"163","BE","YOY",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,163,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"164","BE","YOY",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,164,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"165","BE","YOY",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,165,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"166","BE","YOY",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,166,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0
"177","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,177,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"178","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,178,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"179","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,179,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"180","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,180,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1
"181","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,181,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"182","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,182,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"183","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,183,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"184","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,184,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"185","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,185,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"186","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,186,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
